(List(Bread, Butter, Cheese, Coffee Powder, Ghee, Lassi, Milk, Panner),31)
(List(Butter, Cheese, Coffee Powder, Ghee, Lassi, Milk, Panner, Yougurt),31)
(List(Butter, Cheese, Coffee Powder, Ghee, Lassi, Sugar, Sweet),31)
(List(Coffee Powder, Lassi, Panner, Tea Powder),558)
(List(Cheese, Ghee, Lassi, Milk),558)
(List(Bread, Butter, Lassi, Panner),558)
(List(Ghee, Lassi, Milk, Yougurt),558)
(List(Butter, Coffee Powder, Milk, Sweet),558)
(List(Butter, Ghee, Lassi, Yougurt),559)
(List(Bread, Coffee Powder, Sugar, Yougurt),559)
(List(Bread, Ghee, Milk, Yougurt),559)
(List(Bread, Butter, Coffee Powder, Lassi),559)
(List(Coffee Powder, Milk, Sweet, Tea Powder),559)
(List(Bread, Milk, Panner, Tea Powder),559)
(List(Cheese, Milk, Sugar, Sweet),559)
(List(Cheese, Lassi, Sugar, Yougurt),560)
(List(Butter, Cheese, Panner, Sugar),560)
(List(Ghee, Milk, Panner, Sugar),560)
(List(Butter, Cheese, Coffee Powder, Yougurt),560)
(List(Bread, Butter, Panner, Sugar),560)
(List(Butter, Cheese, Sugar, Yougurt),560)
(List(Bread, Coffee Powder, Sugar, Sweet),560)
(List(Butter, Cheese, Lassi, Panner),561)
(List(Bread, Cheese, Lassi, Milk),561)
(List(Bread, Milk, Sweet, Tea Powder),561)
(List(Butter, Lassi, Panner, Yougurt),561)
(List(Butter, Milk, Panner, Sweet),561)
(List(Bread, Butter, Lassi, Sweet),562)
(List(Bread, Panner, Sugar, Sweet),562)
(List(Lassi, Panner, Sugar, Tea Powder),562)
(List(Cheese, Coffee Powder, Sugar, Yougurt),562)
(List(Coffee Powder, Lassi, Sugar, Yougurt),562)
(List(Bread, Milk, Sweet, Yougurt),562)
(List(Panner, Sugar, Tea Powder, Yougurt),562)
(List(Bread, Coffee Powder, Ghee, Tea Powder),562)
(List(Butter, Milk, Panner, Yougurt),563)
(List(Milk, Panner, Sugar, Yougurt),563)
(List(Bread, Butter, Coffee Powder, Yougurt),563)
(List(Cheese, Coffee Powder, Ghee, Panner),563)
(List(Bread, Cheese, Tea Powder, Yougurt),563)
(List(Ghee, Panner, Sugar, Yougurt),563)
(List(Bread, Milk, Sugar, Yougurt),563)
(List(Butter, Ghee, Panner, Sweet),563)
(List(Cheese, Coffee Powder, Lassi, Yougurt),564)
(List(Bread, Ghee, Milk, Sugar),564)
(List(Cheese, Ghee, Lassi, Yougurt),564)
(List(Bread, Cheese, Coffee Powder, Sugar),564)
(List(Cheese, Lassi, Milk, Panner),564)
(List(Bread, Sugar, Tea Powder, Yougurt),564)
(List(Butter, Milk, Sugar, Tea Powder),564)
(List(Bread, Butter, Ghee, Sugar),564)
(List(Cheese, Lassi, Panner, Sugar),564)
(List(Butter, Coffee Powder, Lassi, Panner),565)
(List(Bread, Panner, Sweet, Tea Powder),565)
(List(Bread, Butter, Lassi, Milk),565)
(List(Bread, Butter, Cheese, Yougurt),565)
(List(Bread, Cheese, Ghee, Milk),565)
(List(Butter, Panner, Sweet, Tea Powder),566)
(List(Coffee Powder, Milk, Panner, Yougurt),566)
(List(Cheese, Coffee Powder, Panner, Yougurt),566)
(List(Bread, Lassi, Panner, Tea Powder),566)
(List(Cheese, Milk, Panner, Sugar),566)
(List(Cheese, Coffee Powder, Lassi, Milk),566)
(List(Cheese, Panner, Sugar, Yougurt),566)
(List(Bread, Milk, Tea Powder, Yougurt),566)
(List(Bread, Butter, Tea Powder, Yougurt),566)
(List(Cheese, Milk, Sugar, Yougurt),566)
(List(Butter, Cheese, Milk, Sugar),566)
(List(Coffee Powder, Ghee, Tea Powder, Yougurt),566)
(List(Coffee Powder, Ghee, Milk, Sugar),567)
(List(Bread, Coffee Powder, Lassi, Sugar),567)
(List(Coffee Powder, Sugar, Sweet, Yougurt),567)
(List(Butter, Lassi, Milk, Panner),567)
(List(Coffee Powder, Lassi, Milk, Panner),567)
(List(Bread, Butter, Panner, Yougurt),567)
(List(Cheese, Coffee Powder, Ghee, Milk),567)
(List(Bread, Coffee Powder, Ghee, Sugar),567)
(List(Bread, Ghee, Lassi, Tea Powder),567)
(List(Bread, Butter, Lassi, Sugar),567)
(List(Bread, Cheese, Coffee Powder, Sweet),568)
(List(Ghee, Lassi, Sugar, Tea Powder),568)
(List(Bread, Butter, Ghee, Panner),568)
(List(Bread, Coffee Powder, Milk, Sweet),568)
(List(Lassi, Milk, Sugar, Yougurt),568)
(List(Butter, Milk, Panner, Sugar),569)
(List(Butter, Coffee Powder, Lassi, Sugar),569)
(List(Butter, Coffee Powder, Sugar, Tea Powder),569)
(List(Butter, Ghee, Panner, Tea Powder),569)
(List(Butter, Milk, Sweet, Yougurt),569)
(List(Ghee, Milk, Sugar, Yougurt),569)
(List(Bread, Ghee, Panner, Yougurt),569)
(List(Coffee Powder, Ghee, Lassi, Tea Powder),569)
(List(Bread, Panner, Sweet, Yougurt),569)
(List(Coffee Powder, Milk, Tea Powder, Yougurt),570)
(List(Lassi, Panner, Sugar, Yougurt),570)
(List(Bread, Butter, Coffee Powder, Sugar),570)
(List(Coffee Powder, Sugar, Sweet, Tea Powder),570)
(List(Cheese, Coffee Powder, Lassi, Panner),570)
(List(Coffee Powder, Ghee, Sugar, Tea Powder),570)
(List(Bread, Butter, Panner, Sweet),570)
(List(Bread, Cheese, Ghee, Yougurt),571)
(List(Bread, Butter, Cheese, Panner),571)
(List(Butter, Lassi, Milk, Yougurt),571)
(List(Coffee Powder, Ghee, Sugar, Yougurt),571)
(List(Ghee, Lassi, Sugar, Sweet),571)
(List(Ghee, Lassi, Sugar, Yougurt),571)
(List(Bread, Cheese, Lassi, Yougurt),571)
(List(Butter, Coffee Powder, Panner, Sugar),571)
(List(Ghee, Milk, Sugar, Tea Powder),571)
(List(Bread, Milk, Sugar, Tea Powder),571)
(List(Coffee Powder, Milk, Sugar, Sweet),571)
(List(Cheese, Coffee Powder, Lassi, Sweet),571)
(List(Bread, Coffee Powder, Sweet, Yougurt),572)
(List(Milk, Panner, Sugar, Sweet),572)
(List(Bread, Milk, Panner, Yougurt),572)
(List(Ghee, Lassi, Panner, Yougurt),572)
(List(Cheese, Ghee, Lassi, Panner),572)
(List(Coffee Powder, Milk, Sweet, Yougurt),572)
(List(Ghee, Lassi, Milk, Tea Powder),572)
(List(Bread, Milk, Sugar, Sweet),572)
(List(Bread, Cheese, Ghee, Lassi),573)
(List(Bread, Cheese, Ghee, Panner),573)
(List(Bread, Cheese, Panner, Sugar),573)
(List(Milk, Sugar, Sweet, Yougurt),573)
(List(Butter, Cheese, Sweet, Yougurt),573)
(List(Butter, Coffee Powder, Ghee, Tea Powder),573)
(List(Butter, Coffee Powder, Tea Powder, Yougurt),573)
(List(Cheese, Lassi, Milk, Sweet),573)
(List(Cheese, Coffee Powder, Ghee, Lassi),573)
(List(Bread, Butter, Milk, Yougurt),573)
(List(Butter, Lassi, Sweet, Tea Powder),574)
(List(Bread, Lassi, Milk, Sugar),574)
(List(Bread, Ghee, Panner, Sweet),574)
(List(Bread, Coffee Powder, Lassi, Milk),574)
(List(Coffee Powder, Ghee, Lassi, Sugar),574)
(List(Bread, Coffee Powder, Sugar, Tea Powder),574)
(List(Bread, Ghee, Lassi, Sugar),574)
(List(Coffee Powder, Panner, Sugar, Yougurt),574)
(List(Milk, Sugar, Tea Powder, Yougurt),574)
(List(Lassi, Milk, Sweet, Yougurt),575)
(List(Butter, Sugar, Tea Powder, Yougurt),575)
(List(Butter, Cheese, Panner, Yougurt),575)
(List(Bread, Coffee Powder, Panner, Yougurt),575)
(List(Coffee Powder, Milk, Panner, Sugar),575)
(List(Bread, Butter, Milk, Sweet),575)
(List(Butter, Ghee, Lassi, Milk),575)
(List(Bread, Coffee Powder, Ghee, Yougurt),575)
(List(Cheese, Coffee Powder, Milk, Sugar),575)
(List(Butter, Coffee Powder, Panner, Yougurt),575)
(List(Coffee Powder, Ghee, Panner, Yougurt),576)
(List(Cheese, Ghee, Panner, Yougurt),576)
(List(Lassi, Milk, Panner, Yougurt),576)
(List(Bread, Coffee Powder, Milk, Panner),576)
(List(Butter, Coffee Powder, Lassi, Milk),577)
(List(Bread, Butter, Sugar, Yougurt),577)
(List(Butter, Coffee Powder, Lassi, Sweet),577)
(List(Bread, Cheese, Coffee Powder, Yougurt),577)
(List(Bread, Cheese, Panner, Sweet),577)
(List(Coffee Powder, Lassi, Sugar, Tea Powder),577)
(List(Coffee Powder, Panner, Sweet, Yougurt),577)
(List(Bread, Ghee, Milk, Sweet),577)
(List(Bread, Butter, Sugar, Sweet),578)
(List(Bread, Cheese, Milk, Yougurt),578)
(List(Bread, Cheese, Lassi, Sweet),578)
(List(Bread, Cheese, Panner, Yougurt),578)
(List(Bread, Coffee Powder, Ghee, Sweet),579)
(List(Bread, Coffee Powder, Milk, Sugar),579)
(List(Butter, Coffee Powder, Lassi, Yougurt),579)
(List(Coffee Powder, Sugar, Tea Powder, Yougurt),579)
(List(Bread, Lassi, Sweet, Tea Powder),579)
(List(Bread, Cheese, Milk, Sugar),579)
(List(Butter, Coffee Powder, Ghee, Panner),579)
(List(Butter, Ghee, Lassi, Sweet),580)
(List(Bread, Ghee, Milk, Panner),580)
(List(Ghee, Lassi, Sweet, Tea Powder),580)
(List(Coffee Powder, Lassi, Sweet, Yougurt),580)
(List(Bread, Cheese, Lassi, Panner),580)
(List(Bread, Cheese, Coffee Powder, Milk),580)
(List(Bread, Cheese, Coffee Powder, Lassi),580)
(List(Coffee Powder, Lassi, Panner, Yougurt),580)
(List(Butter, Cheese, Lassi, Sweet),581)
(List(Lassi, Sugar, Sweet, Yougurt),581)
(List(Ghee, Lassi, Panner, Tea Powder),582)
(List(Coffee Powder, Lassi, Milk, Sweet),582)
(List(Bread, Ghee, Lassi, Milk),582)
(List(Lassi, Milk, Sweet, Tea Powder),583)
(List(Bread, Coffee Powder, Tea Powder, Yougurt),583)
(List(Cheese, Lassi, Panner, Yougurt),583)
(List(Butter, Ghee, Sugar, Sweet),583)
(List(Bread, Coffee Powder, Panner, Sweet),583)
(List(Cheese, Milk, Panner, Yougurt),584)
(List(Butter, Panner, Sugar, Yougurt),584)
(List(Bread, Coffee Powder, Panner, Sugar),584)
(List(Ghee, Lassi, Milk, Sweet),584)
(List(Butter, Coffee Powder, Sweet, Yougurt),584)
(List(Bread, Milk, Panner, Sugar),584)
(List(Cheese, Coffee Powder, Ghee, Yougurt),584)
(List(Coffee Powder, Milk, Sugar, Tea Powder),584)
(List(Coffee Powder, Ghee, Lassi, Yougurt),584)
(List(Bread, Lassi, Panner, Sugar),584)
(List(Bread, Coffee Powder, Milk, Yougurt),585)
(List(Coffee Powder, Lassi, Milk, Yougurt),585)
(List(Butter, Sugar, Sweet, Tea Powder),586)
(List(Bread, Coffee Powder, Ghee, Panner),586)
(List(Butter, Ghee, Sugar, Yougurt),586)
(List(Cheese, Coffee Powder, Milk, Yougurt),586)
(List(Bread, Ghee, Panner, Sugar),586)
(List(Bread, Cheese, Milk, Panner),586)
(List(Cheese, Lassi, Sweet, Yougurt),586)
(List(Bread, Cheese, Coffee Powder, Panner),586)
(List(Bread, Butter, Milk, Sugar),586)
(List(Coffee Powder, Ghee, Lassi, Sweet),586)
(List(Butter, Coffee Powder, Ghee, Sugar),586)
(List(Butter, Lassi, Sugar, Yougurt),586)
(List(Butter, Milk, Sugar, Yougurt),586)
(List(Butter, Ghee, Lassi, Sugar),587)
(List(Bread, Cheese, Coffee Powder, Ghee),587)
(List(Ghee, Lassi, Panner, Sugar),587)
(List(Butter, Coffee Powder, Milk, Yougurt),587)
(List(Lassi, Milk, Sugar, Tea Powder),587)
(List(Butter, Ghee, Panner, Sugar),587)
(List(Ghee, Lassi, Milk, Panner),587)
(List(Coffee Powder, Lassi, Sweet, Tea Powder),587)
(List(Lassi, Panner, Sweet, Yougurt),588)
(List(Butter, Panner, Sugar, Sweet),589)
(List(Butter, Cheese, Panner, Sweet),589)
(List(Ghee, Lassi, Milk, Sugar),589)
(List(Coffee Powder, Ghee, Lassi, Milk),590)
(List(Coffee Powder, Lassi, Milk, Sugar),590)
(List(Lassi, Milk, Panner, Sugar),590)
(List(Butter, Coffee Powder, Ghee, Lassi),591)
(List(Butter, Ghee, Lassi, Panner),591)
(List(Butter, Panner, Sweet, Yougurt),591)
(List(Butter, Ghee, Milk, Sugar),591)
(List(Bread, Lassi, Milk, Sweet),592)
(List(Bread, Milk, Panner, Sweet),592)
(List(Lassi, Milk, Sugar, Sweet),592)
(List(Bread, Lassi, Sugar, Sweet),593)
(List(Milk, Sugar, Sweet, Tea Powder),593)
(List(Bread, Lassi, Milk, Panner),593)
(List(Bread, Coffee Powder, Ghee, Lassi),593)
(List(Cheese, Panner, Sweet, Yougurt),593)
(List(Butter, Lassi, Panner, Sugar),594)
(List(Lassi, Sugar, Sweet, Tea Powder),594)
(List(Butter, Lassi, Sweet, Yougurt),594)
(List(Coffee Powder, Lassi, Panner, Sugar),595)
(List(Butter, Lassi, Milk, Sugar),596)
(List(Coffee Powder, Lassi, Sugar, Sweet),596)
(List(Butter, Coffee Powder, Sugar, Sweet),596)
(List(Coffee Powder, Ghee, Milk, Yougurt),597)
(List(Butter, Coffee Powder, Ghee, Yougurt),597)
(List(Bread, Coffee Powder, Lassi, Sweet),597)
(List(Butter, Coffee Powder, Milk, Sugar),597)
(List(Coffee Powder, Ghee, Lassi, Panner),597)
(List(Cheese, Lassi, Panner, Sweet),600)
(List(Ghee, Lassi, Panner, Sweet),600)
(List(Bread, Ghee, Lassi, Panner),601)
(List(Coffee Powder, Milk, Sugar, Yougurt),601)
(List(Butter, Sugar, Sweet, Yougurt),602)
(List(Bread, Ghee, Lassi, Sweet),603)
(List(Butter, Ghee, Panner, Yougurt),603)
(List(Lassi, Panner, Sugar, Sweet),605)
(List(Butter, Milk, Sugar, Sweet),607)
(List(Butter, Lassi, Milk, Sweet),607)
(List(Coffee Powder, Lassi, Panner, Sweet),608)
(List(Butter, Coffee Powder, Sugar, Yougurt),608)
(List(Butter, Lassi, Panner, Sweet),609)
(List(Bread, Coffee Powder, Lassi, Panner),609)
(List(Bread, Lassi, Panner, Sweet),613)
(List(Lassi, Milk, Panner, Sweet),619)
(List(Butter, Lassi, Sugar, Sweet),623)
(List(Lassi, Panner, Sweet, Tea Powder),624)
(List(Cheese, Ghee, Tea Powder),1087)
(List(Butter, Cheese, Tea Powder),1092)
(List(Cheese, Milk, Tea Powder),1094)
(List(Cheese, Lassi, Tea Powder),1100)
(List(Cheese, Coffee Powder, Tea Powder),1104)
(List(Coffee Powder, Panner, Tea Powder),1111)
(List(Milk, Panner, Tea Powder),1113)
(List(Butter, Panner, Tea Powder),1117)
(List(Cheese, Panner, Tea Powder),1117)
(List(Butter, Lassi, Tea Powder),1117)
(List(Butter, Milk, Tea Powder),1120)
(List(Cheese, Sugar, Tea Powder),1121)
(List(Bread, Butter, Tea Powder),1126)
(List(Cheese, Ghee, Sugar),1129)
(List(Ghee, Tea Powder, Yougurt),1129)
(List(Ghee, Sweet, Yougurt),1130)
(List(Lassi, Tea Powder, Yougurt),1130)
(List(Bread, Cheese, Tea Powder),1131)
(List(Butter, Cheese, Ghee),1133)
(List(Cheese, Sweet, Tea Powder),1135)
(List(Cheese, Sugar, Sweet),1136)
(List(Bread, Ghee, Tea Powder),1138)
(List(Butter, Milk, Panner),1139)
(List(Ghee, Panner, Tea Powder),1139)
(List(Butter, Cheese, Milk),1140)
(List(Cheese, Ghee, Sweet),1140)
(List(Butter, Coffee Powder, Tea Powder),1142)
(List(Panner, Tea Powder, Yougurt),1143)
(List(Cheese, Lassi, Sugar),1145)
(List(Coffee Powder, Milk, Tea Powder),1146)
(List(Bread, Milk, Tea Powder),1148)
(List(Bread, Sugar, Tea Powder),1148)
(List(Milk, Tea Powder, Yougurt),1148)
(List(Ghee, Sweet, Tea Powder),1149)
(List(Bread, Butter, Lassi),1149)
(List(Butter, Cheese, Lassi),1149)
(List(Butter, Coffee Powder, Panner),1149)
(List(Bread, Lassi, Yougurt),1149)
(List(Ghee, Milk, Tea Powder),1150)
(List(Ghee, Sugar, Tea Powder),1152)
(List(Cheese, Coffee Powder, Sweet),1152)
(List(Bread, Lassi, Tea Powder),1153)
(List(Panner, Sugar, Tea Powder),1153)
(List(Cheese, Milk, Sweet),1153)
(List(Coffee Powder, Milk, Panner),1155)
(List(Cheese, Coffee Powder, Sugar),1156)
(List(Butter, Cheese, Coffee Powder),1157)
(List(Bread, Butter, Coffee Powder),1157)
(List(Bread, Butter, Ghee),1158)
(List(Butter, Ghee, Tea Powder),1158)
(List(Sweet, Tea Powder, Yougurt),1158)
(List(Butter, Coffee Powder, Milk),1159)
(List(Lassi, Milk, Tea Powder),1159)
(List(Cheese, Tea Powder, Yougurt),1160)
(List(Cheese, Ghee, Milk),1162)
(List(Bread, Sugar, Sweet),1162)
(List(Ghee, Milk, Yougurt),1163)
(List(Ghee, Lassi, Tea Powder),1163)
(List(Bread, Ghee, Yougurt),1163)
(List(Milk, Sweet, Yougurt),1163)
(List(Coffee Powder, Lassi, Tea Powder),1163)
(List(Bread, Butter, Cheese),1164)
(List(Cheese, Milk, Panner),1165)
(List(Bread, Panner, Tea Powder),1165)
(List(Ghee, Lassi, Yougurt),1165)
(List(Bread, Sugar, Yougurt),1166)
(List(Coffee Powder, Sweet, Tea Powder),1166)
(List(Bread, Coffee Powder, Tea Powder),1166)
(List(Bread, Sweet, Yougurt),1166)
(List(Ghee, Milk, Panner),1166)
(List(Panner, Sugar, Sweet),1167)
(List(Butter, Sugar, Tea Powder),1167)
(List(Bread, Sweet, Tea Powder),1168)
(List(Cheese, Ghee, Panner),1168)
(List(Panner, Sweet, Tea Powder),1168)
(List(Lassi, Panner, Yougurt),1169)
(List(Butter, Tea Powder, Yougurt),1169)
(List(Coffee Powder, Ghee, Tea Powder),1169)
(List(Ghee, Panner, Sweet),1169)
(List(Coffee Powder, Milk, Sweet),1169)
(List(Cheese, Ghee, Lassi),1170)
(List(Bread, Cheese, Sugar),1171)
(List(Cheese, Coffee Powder, Panner),1171)
(List(Lassi, Panner, Tea Powder),1172)
(List(Butter, Sweet, Tea Powder),1172)
(List(Cheese, Panner, Sugar),1172)
(List(Cheese, Lassi, Milk),1173)
(List(Butter, Ghee, Sweet),1173)
(List(Ghee, Sugar, Sweet),1173)
(List(Butter, Lassi, Yougurt),1173)
(List(Milk, Panner, Yougurt),1173)
(List(Bread, Butter, Panner),1174)
(List(Panner, Sweet, Yougurt),1174)
(List(Butter, Cheese, Sugar),1174)
(List(Butter, Coffee Powder, Sweet),1174)
(List(Coffee Powder, Sugar, Sweet),1174)
(List(Coffee Powder, Panner, Sweet),1175)
(List(Butter, Ghee, Milk),1176)
(List(Bread, Lassi, Sugar),1176)
(List(Cheese, Sugar, Yougurt),1176)
(List(Bread, Butter, Sweet),1177)
(List(Cheese, Coffee Powder, Milk),1177)
(List(Coffee Powder, Ghee, Sweet),1178)
(List(Milk, Panner, Sweet),1178)
(List(Ghee, Milk, Sweet),1178)
(List(Coffee Powder, Lassi, Yougurt),1178)
(List(Bread, Ghee, Sugar),1178)
(List(Bread, Butter, Milk),1178)
(List(Ghee, Sugar, Yougurt),1179)
(List(Ghee, Panner, Yougurt),1179)
(List(Lassi, Sugar, Tea Powder),1180)
(List(Lassi, Milk, Yougurt),1180)
(List(Cheese, Coffee Powder, Ghee),1180)
(List(Cheese, Coffee Powder, Lassi),1180)
(List(Bread, Cheese, Ghee),1180)
(List(Bread, Coffee Powder, Sugar),1181)
(List(Butter, Milk, Yougurt),1181)
(List(Coffee Powder, Sugar, Tea Powder),1182)
(List(Cheese, Milk, Sugar),1182)
(List(Butter, Cheese, Yougurt),1182)
(List(Cheese, Ghee, Yougurt),1183)
(List(Coffee Powder, Panner, Sugar),1183)
(List(Bread, Cheese, Milk),1183)
(List(Butter, Cheese, Panner),1183)
(List(Cheese, Milk, Yougurt),1183)
(List(Bread, Butter, Sugar),1184)
(List(Bread, Butter, Yougurt),1184)
(List(Bread, Ghee, Milk),1184)
(List(Panner, Sugar, Yougurt),1184)
(List(Cheese, Lassi, Panner),1184)
(List(Coffee Powder, Sweet, Yougurt),1185)
(List(Sugar, Sweet, Yougurt),1185)
(List(Butter, Cheese, Sweet),1186)
(List(Butter, Lassi, Panner),1186)
(List(Cheese, Lassi, Yougurt),1187)
(List(Ghee, Panner, Sugar),1187)
(List(Milk, Sweet, Tea Powder),1187)
(List(Bread, Tea Powder, Yougurt),1187)
(List(Lassi, Sugar, Yougurt),1188)
(List(Bread, Panner, Yougurt),1188)
(List(Coffee Powder, Ghee, Sugar),1189)
(List(Sugar, Tea Powder, Yougurt),1189)
(List(Bread, Cheese, Lassi),1189)
(List(Bread, Cheese, Sweet),1190)
(List(Butter, Coffee Powder, Lassi),1190)
(List(Sugar, Sweet, Tea Powder),1190)
(List(Cheese, Sweet, Yougurt),1191)
(List(Bread, Coffee Powder, Milk),1191)
(List(Coffee Powder, Panner, Yougurt),1191)
(List(Cheese, Panner, Sweet),1192)
(List(Coffee Powder, Ghee, Panner),1192)
(List(Coffee Powder, Lassi, Sugar),1192)
(List(Bread, Milk, Yougurt),1192)
(List(Bread, Panner, Sugar),1192)
(List(Ghee, Lassi, Sugar),1193)
(List(Coffee Powder, Tea Powder, Yougurt),1193)
(List(Butter, Ghee, Yougurt),1194)
(List(Bread, Lassi, Milk),1195)
(List(Coffee Powder, Ghee, Milk),1197)
(List(Lassi, Sweet, Yougurt),1197)
(List(Butter, Milk, Sweet),1197)
(List(Coffee Powder, Lassi, Panner),1198)
(List(Bread, Ghee, Sweet),1198)
(List(Cheese, Panner, Yougurt),1198)
(List(Milk, Sugar, Yougurt),1199)
(List(Bread, Coffee Powder, Lassi),1200)
(List(Butter, Lassi, Milk),1201)
(List(Bread, Coffee Powder, Yougurt),1201)
(List(Ghee, Lassi, Milk),1203)
(List(Bread, Milk, Sugar),1203)
(List(Butter, Lassi, Sugar),1203)
(List(Butter, Panner, Yougurt),1203)
(List(Bread, Cheese, Yougurt),1203)
(List(Ghee, Milk, Sugar),1204)
(List(Coffee Powder, Lassi, Milk),1204)
(List(Bread, Milk, Sweet),1204)
(List(Butter, Ghee, Lassi),1205)
(List(Lassi, Milk, Panner),1205)
(List(Bread, Coffee Powder, Sweet),1205)
(List(Bread, Coffee Powder, Ghee),1206)
(List(Cheese, Coffee Powder, Yougurt),1206)
(List(Milk, Panner, Sugar),1207)
(List(Bread, Ghee, Lassi),1207)
(List(Coffee Powder, Sugar, Yougurt),1207)
(List(Milk, Sugar, Tea Powder),1207)
(List(Butter, Panner, Sugar),1208)
(List(Lassi, Panner, Sugar),1209)
(List(Butter, Sweet, Yougurt),1210)
(List(Ghee, Lassi, Sweet),1211)
(List(Lassi, Milk, Sugar),1211)
(List(Butter, Coffee Powder, Sugar),1211)
(List(Bread, Cheese, Coffee Powder),1213)
(List(Bread, Lassi, Panner),1213)
(List(Milk, Sugar, Sweet),1214)
(List(Butter, Coffee Powder, Ghee),1215)
(List(Butter, Coffee Powder, Yougurt),1215)
(List(Bread, Coffee Powder, Panner),1216)
(List(Lassi, Sweet, Tea Powder),1216)
(List(Bread, Milk, Panner),1217)
(List(Butter, Ghee, Panner),1217)
(List(Ghee, Lassi, Panner),1218)
(List(Bread, Panner, Sweet),1218)
(List(Coffee Powder, Milk, Sugar),1218)
(List(Cheese, Lassi, Sweet),1219)
(List(Butter, Panner, Sweet),1221)
(List(Bread, Ghee, Panner),1221)
(List(Bread, Cheese, Panner),1224)
(List(Coffee Powder, Ghee, Yougurt),1225)
(List(Butter, Ghee, Sugar),1226)
(List(Lassi, Milk, Sweet),1230)
(List(Coffee Powder, Lassi, Sweet),1231)
(List(Coffee Powder, Ghee, Lassi),1232)
(List(Butter, Sugar, Yougurt),1235)
(List(Lassi, Sugar, Sweet),1235)
(List(Coffee Powder, Milk, Yougurt),1237)
(List(Butter, Milk, Sugar),1237)
(List(Bread, Lassi, Sweet),1238)
(List(Butter, Lassi, Sweet),1247)
(List(Butter, Sugar, Sweet),1249)
(List(Lassi, Panner, Sweet),1265)
(List(Cheese, Tea Powder),2391)
(List(Panner, Tea Powder),2409)
(List(Butter, Tea Powder),2417)
(List(Ghee, Tea Powder),2418)
(List(Lassi, Tea Powder),2439)
(List(Milk, Tea Powder),2444)
(List(Bread, Tea Powder),2445)
(List(Coffee Powder, Tea Powder),2451)
(List(Cheese, Sugar),2460)
(List(Lassi, Yougurt),2465)
(List(Bread, Butter),2467)
(List(Cheese, Milk),2468)
(List(Cheese, Ghee),2471)
(List(Sugar, Tea Powder),2473)
(List(Ghee, Yougurt),2476)
(List(Sweet, Yougurt),2478)
(List(Bread, Sugar),2479)
(List(Coffee Powder, Panner),2482)
(List(Butter, Panner),2483)
(List(Milk, Panner),2483)
(List(Cheese, Lassi),2483)
(List(Butter, Cheese),2484)
(List(Tea Powder, Yougurt),2486)
(List(Butter, Milk),2491)
(List(Sugar, Sweet),2495)
(List(Coffee Powder, Sweet),2496)
(List(Cheese, Panner),2497)
(List(Lassi, Panner),2497)
(List(Cheese, Sweet),2498)
(List(Panner, Yougurt),2498)
(List(Butter, Lassi),2500)
(List(Butter, Coffee Powder),2501)
(List(Lassi, Sugar),2503)
(List(Bread, Ghee),2503)
(List(Coffee Powder, Sugar),2503)
(List(Sweet, Tea Powder),2503)
(List(Ghee, Sweet),2504)
(List(Panner, Sugar),2505)
(List(Panner, Sweet),2505)
(List(Bread, Lassi),2506)
(List(Bread, Yougurt),2507)
(List(Ghee, Lassi),2510)
(List(Ghee, Milk),2511)
(List(Coffee Powder, Lassi),2511)
(List(Milk, Sweet),2512)
(List(Milk, Yougurt),2513)
(List(Ghee, Sugar),2516)
(List(Cheese, Coffee Powder),2516)
(List(Bread, Milk),2517)
(List(Coffee Powder, Milk),2518)
(List(Ghee, Panner),2523)
(List(Bread, Coffee Powder),2528)
(List(Butter, Yougurt),2528)
(List(Sugar, Yougurt),2529)
(List(Butter, Ghee),2529)
(List(Bread, Cheese),2530)
(List(Cheese, Yougurt),2531)
(List(Lassi, Milk),2539)
(List(Bread, Sweet),2539)
(List(Butter, Sweet),2543)
(List(Bread, Panner),2550)
(List(Coffee Powder, Yougurt),2554)
(List(Milk, Sugar),2563)
(List(Butter, Sugar),2571)
(List(Lassi, Sweet),2576)
(List(Coffee Powder, Ghee),2577)
(List(Tea Powder),5383)
(List(Lassi),5431)
(List(Panner),5444)
(List(Cheese),5475)
(List(Butter),5480)
(List(Sugar),5482)
(List(Sweet),5483)
(List(Bread),5484)
(List(Yougurt),5502)
